id,createdAt,updatedAt,Land_ID,State,District,Mandal,Village,Soil_Type,Approach_Road_Length,Longitude,Approach_Road_Type,Status,Latitude,Land_Zone_Data,Electricity,Price_per_Acre,Water_Source_Data,Fencing
39,Sat Nov 08 2025 20:23:17 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:23:17 GMT+0530 (India Standard Time),1032,Telangana,Vikarabad,Dharur,Dornal,Red,40,77.7424444,blacktop,active,17.2525278,2,0,0.54,0,0
40,Sat Nov 08 2025 20:23:24 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:23:24 GMT+0530 (India Standard Time),1890,Telangana,Vikarabad,Yelal,Annasagar,Red,20,77.6952778,kacha,active,17.2429722,0,0,0.25,0,0
41,Sat Nov 08 2025 20:23:31 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:23:31 GMT+0530 (India Standard Time),1236,Telangana,Vikarabad,Yelal,Mazrasangam,black,24,77.6327419,kacha,active,17.2349018,2,0,0.28,0,0
42,Sat Nov 08 2025 20:23:38 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:23:38 GMT+0530 (India Standard Time),4858,Telangana,Vikarabad,Yelal,Mukundapur,Sandy,20,77.6200698,formation,active,17.183183,0,0,0.25,0,0
43,Sat Nov 08 2025 20:23:46 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:23:46 GMT+0530 (India Standard Time),2053,Telangana,Vikarabad,Basheerabad,Navalga,Black,0,77.488,,active,17.2118611,0,0,0.55,0,0
44,Sat Nov 08 2025 20:23:53 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:23:53 GMT+0530 (India Standard Time),9908,Telangana,Vikarabad,Yelal,Hajipur,Black,30,77.6326291,blacktop,active,17.19951077,0,0,0.5,0,1
45,Sat Nov 08 2025 20:24:00 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:24:00 GMT+0530 (India Standard Time),8002,Telangana,Vikarabad,Yelal,Jakkepalle,black,,77.62085654,,active,17.20973608,0,0,0.45,0,0
46,Sat Nov 08 2025 20:24:08 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:24:08 GMT+0530 (India Standard Time),1930,Telangana,Vikarabad,Tandur,Bijwar,Red,30,77.6586389,kacha,active,17.2462222,0,0,0.28,0,0
47,Sat Nov 08 2025 20:24:15 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:24:15 GMT+0530 (India Standard Time),10812,Telangana,Vikarabad,Tandur,Tandur (M),Black,20,77.58144202,formation,active,17.23457832,0,0,0.7,0,0
48,Sat Nov 08 2025 20:24:22 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:24:22 GMT+0530 (India Standard Time),6743,Telangana,Vikarabad,Yelal,Bhagaipalle,black,40,77.70214,blacktop,active,17.215216,0,0,0.42,0.352941176,0
49,Sat Nov 08 2025 20:24:29 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:24:29 GMT+0530 (India Standard Time),9913,Telangana,Vikarabad,Bomraspet,Dupcherla,black,40,77.72438854,blacktop,active,17.1998318,0,0,0.65,0,0
50,Sat Nov 08 2025 20:24:37 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:24:37 GMT+0530 (India Standard Time),6656,Telangana,Vikarabad,Bomraspet,Salimdapur,red,40,77.743875,blacktop,active,17.215319,0,0,0.55,0,0
51,Sat Nov 08 2025 20:24:44 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:24:44 GMT+0530 (India Standard Time),3808,Telangana,Vikarabad,Dharur,Rajapur,Red,20,77.817413,kacha,active,17.22061,0,0,0.48,0,0
52,Sat Nov 08 2025 20:24:51 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:24:51 GMT+0530 (India Standard Time),10089,Andhra Pradesh,Krishna,KANKIPADU,UPPALURU,black,60,80.77662901,blacktop,active,16.4993332,0,0,6,0,0
53,Sat Nov 08 2025 20:24:59 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:24:59 GMT+0530 (India Standard Time),341,Telangana,Sangareddy,Sadasivpet,Nandikandi,Black,60,77.9696198,blacktop,active,17.6013374,1,0,2,0,1
54,Sat Nov 08 2025 20:25:06 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:25:06 GMT+0530 (India Standard Time),498,Telangana,Sangareddy,Pulkal,Mudimanik,Red,20,78.00375,formation,active,17.7438889,1,1,0.75,0,0
55,Sat Nov 08 2025 20:25:13 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:25:13 GMT+0530 (India Standard Time),4167,Andhra Pradesh,Guntur,MANGALAGIRI,ATMAKUR,Black,0,80.586821,,active,16.425165,0,0,4,0,0
56,Sat Nov 08 2025 20:25:20 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:25:20 GMT+0530 (India Standard Time),247,Telangana,Vikarabad,Kulkacharla,Bandayelkacherla,Red,40,77.839701,blacktop,active,17.023357,1,1,0.5,0.352941176,1
57,Sat Nov 08 2025 20:25:28 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:25:28 GMT+0530 (India Standard Time),340,Telangana,Jayashankar Bhupalpalli,Mutharam Mahadevpur,Nimmagudem,black,20,80.0870155,kacha,active,18.6048708,1,0,0.11,0,0
58,Sat Nov 08 2025 20:25:36 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:25:36 GMT+0530 (India Standard Time),1061,Telangana,Rangareddy,Farooqnagar,Buchiguda,black,0,78.249969,,active,17.062599,1,1,1.55,0.352941176,0
59,Sat Nov 08 2025 20:25:43 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:25:43 GMT+0530 (India Standard Time),7776,Telangana,Nagarkurnool,Bijinapally,Bijinapalle,sandy,40,78.19862167,blacktop,active,16.53906475,0,0,8,0,0
60,Sat Nov 08 2025 20:25:51 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:25:51 GMT+0530 (India Standard Time),3197,Telangana,Nagarkurnool,Bijinapally,Boyapur,Red,40,78.210601,blacktop,active,16.507108,0,0,0.6,0.294117647,0
61,Sat Nov 08 2025 20:25:58 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:25:58 GMT+0530 (India Standard Time),2305,Telangana,Vikarabad,Dharur,Dharur,Black,40,77.7715302,blacktop,active,17.3162556,0,0,0.9,0,0
62,Sat Nov 08 2025 20:26:05 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:26:05 GMT+0530 (India Standard Time),2359,Telangana,Sangareddy,Nyalkal,Mamidgi,Red,0,77.5416085,,active,17.8048427,0,1,0.48,0.647058824,0
63,Sat Nov 08 2025 20:26:12 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:26:12 GMT+0530 (India Standard Time),9287,Telangana,Sangareddy,Hathnoor,Govindarajupalle,black,20,78.15655599,formation,active,17.77571449,0,0,0.85,0,0
64,Sat Nov 08 2025 20:26:20 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:26:20 GMT+0530 (India Standard Time),8508,Telangana,Vikarabad,Marpalle,Peddapur,black,40,77.75419671,blacktop,active,17.48455588,0,0,0.8,0,0
65,Sat Nov 08 2025 20:26:27 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:26:27 GMT+0530 (India Standard Time),11182,Telangana,Rangareddy,Jilled Chowdergudem,Padmaram,red,20,77.96844919,formation,active,17.07661307,0,0,0.5,0,0
66,Sat Nov 08 2025 20:26:35 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:26:35 GMT+0530 (India Standard Time),6717,Telangana,Wanaparthy,Atmakur,Mulamalla,Black,20,77.7566528,kacha,active,16.3362598,0,0,0.195,0,0
67,Sat Nov 08 2025 20:26:42 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:26:42 GMT+0530 (India Standard Time),4092,Telangana,Narayanpet,Makthal,Pareval,Red,18,77.576955,formation,active,16.37191,0,0,0.13,0,0
68,Sat Nov 08 2025 20:26:49 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:26:49 GMT+0530 (India Standard Time),1488,Telangana,Medak,Medak,Medak Nagar Panchayath,black,40,78.2478953,blacktop,active,18.0449679,2,0,0.82,0,0
69,Sat Nov 08 2025 20:26:57 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:26:57 GMT+0530 (India Standard Time),2200,Telangana,Vikarabad,Marpalle,Panchalingal,Red,14,77.8165556,kacha,active,17.5663333,0,0,0.75,0,0
70,Sat Nov 08 2025 20:27:04 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:27:04 GMT+0530 (India Standard Time),2306,Telangana,Medchal-Malkajigiri,Muduchinthalapally,Sampanbole,Black,100,78.6312854,blacktop,active,17.6286278,0,1,4.5,0.235294118,1
71,Sat Nov 08 2025 20:27:11 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:27:11 GMT+0530 (India Standard Time),1206,Telangana,Yadadri Bhuvanagiri,Motakondur,Matoor,Red,16,79.1040432,kacha,active,17.5738881,1,0,0.55,0,0
72,Sat Nov 08 2025 20:27:18 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:27:18 GMT+0530 (India Standard Time),90,Telangana,Vikarabad,Dharur,Kukinda,rocky,40,77.799343,blacktop,active,17.350347,2,0,0.7,0,1
73,Sat Nov 08 2025 20:27:26 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:27:26 GMT+0530 (India Standard Time),2069,Telangana,Vikarabad,Dharur,Ebbanoor,Black,60,77.8378072,blacktop,active,17.3240786,0,0,1.2,0,1
74,Sat Nov 08 2025 20:27:33 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:27:33 GMT+0530 (India Standard Time),10765,Telangana,Mahabubnagar,Balangar,Madampalle,Black,30,78.26232073,blacktop,active,16.89558559,0,0,1,0,0
75,Sat Nov 08 2025 20:27:40 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:27:40 GMT+0530 (India Standard Time),1588,Telangana,Sangareddy,Nyalkal,Chingepalle,black,40,77.655549,blacktop,active,17.876441,1,0,0.35,0,1
76,Sat Nov 08 2025 20:27:48 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:27:48 GMT+0530 (India Standard Time),11025,Telangana,Medak,Shivampet,Donthi,black,20,78.41780876,formation,active,17.80576244,0,0,1.6,0,0
77,Sat Nov 08 2025 20:27:55 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:27:55 GMT+0530 (India Standard Time),7304,Telangana,Nagarkurnool,Kalwakurthy,Kalwakurthy,black,20,78.48982808,cc_road,active,16.65826433,0,0,1.5,0,0
78,Sat Nov 08 2025 20:28:02 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:28:02 GMT+0530 (India Standard Time),10253,Telangana,Rangareddy,Jilled Chowdergudem,Malkapahad,sandy,40,77.963627,blacktop,active,17.02451835,0,0,0.6,0,0
79,Sat Nov 08 2025 20:28:09 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:28:09 GMT+0530 (India Standard Time),9165,Telangana,Yadadri Bhuvanagiri,Valigonda,Redla Repaka,Black,10,78.97074882,formation,active,17.40128908,0,1,1,0.352941176,0
80,Sat Nov 08 2025 20:28:17 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:28:17 GMT+0530 (India Standard Time),2324,Telangana,Jangoan,Narmetta,Ammapur,Black,14,79.12132,formation,active,17.9212617,0,1,0.27,0.352941176,0
81,Sat Nov 08 2025 20:28:24 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:28:24 GMT+0530 (India Standard Time),6190,Telangana,Yadadri Bhuvanagiri,Mothkur,Dacharam,red,20,79.295405,formation,active,17.409387,0,0,0.52,0,0
82,Sat Nov 08 2025 20:28:31 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:28:31 GMT+0530 (India Standard Time),8971,Telangana,Siddipet,Maddur,Ladnoor,red,20,79.07471818,formation,active,17.8744408,0,0,0.23,0,0
83,Sat Nov 08 2025 20:28:39 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:28:39 GMT+0530 (India Standard Time),262,Telangana,Rangareddy,Chevella,Gollapalle,black,100,78.159518,blacktop,active,17.363165,1,0,5.5,0,1
84,Sat Nov 08 2025 20:28:46 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:28:46 GMT+0530 (India Standard Time),2037,Telangana,Mahabubnagar,Balangar,Chinna Revalli,Red Soil,40,78.2855417,kacha,active,16.9040566,0,0,0.6,0,1
85,Sat Nov 08 2025 20:28:53 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:28:53 GMT+0530 (India Standard Time),11019,Telangana,Jangoan,Zaffergadh,Zaffargadh,black,,79.44055074,,active,17.7925937,0,0,0.35,0,0
86,Sat Nov 08 2025 20:29:01 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:29:01 GMT+0530 (India Standard Time),2679,Telangana,Nalgonda,Nakrekal,Chandupatla,Red,40,79.4279761,blacktop,active,17.1316814,0,0,0.7,0,1
87,Sat Nov 08 2025 20:29:08 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:29:08 GMT+0530 (India Standard Time),466,Telangana,Yadadri Bhuvanagiri,Mothkur,Dattappaguda,red,25,79.2261875,kacha,active,17.3929375,1,0,0.48,0,1
88,Sat Nov 08 2025 20:29:15 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:29:15 GMT+0530 (India Standard Time),5797,Telangana,Jangoan,Palakurthi,Visnoor,red,40,79.388577,blacktop,active,17.636695,0,0,0.37,0,0
89,Sat Nov 08 2025 20:29:22 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:29:22 GMT+0530 (India Standard Time),9526,Telangana,Nalgonda,Peda Adisharla Palli,Pedda Adiserla Palli,sandy,60,79.12084945,blacktop,active,16.7175575,0,0,1.3,0,0
90,Sat Nov 08 2025 20:29:30 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:29:30 GMT+0530 (India Standard Time),4263,Telangana,Yadadri Bhuvanagiri,Valigonda,Arrur,Black,15,79.0594403,formation,active,17.3811884,0,0,0.65,0,0
91,Sat Nov 08 2025 20:29:37 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:29:37 GMT+0530 (India Standard Time),10658,Andhra Pradesh,NTR,PENUGANCHIPROLU,PENUGANCHIPROLU,,,80.22156818,,active,16.91540784,0,0,0.29,0.235294118,0
92,Sat Nov 08 2025 20:29:44 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:29:44 GMT+0530 (India Standard Time),1518,Telangana,Rangareddy,Maheshwaram,Maheswaram,red,40,78.43163,blacktop,active,17.169526,1,0,2.5,0,0
93,Sat Nov 08 2025 20:29:51 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:29:51 GMT+0530 (India Standard Time),11102,Telangana,Nalgonda,Shaligouraram,Manimadde,black,,79.33139531,,active,17.34247773,0,0,0.35,0,0
94,Sat Nov 08 2025 20:29:59 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:29:59 GMT+0530 (India Standard Time),490,Telangana,Nalgonda,Marri Guda,Vatti Palle,red,24,78.851458,formation,active,16.96329,1,0,0.7,0.294117647,0
95,Sat Nov 08 2025 20:30:06 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:30:06 GMT+0530 (India Standard Time),10968,Telangana,Siddipet,Siddipet Rural,Machapur [Patti Dubbak],black,,78.73077565,,active,18.20573074,0,0,0.2,0,0
96,Sat Nov 08 2025 20:30:13 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:30:13 GMT+0530 (India Standard Time),10006,Telangana,Medak,Nizampet,Kalwakunta,sandy,20,78.56862653,formation,active,18.11053404,0,0,0.37,0,0
97,Sat Nov 08 2025 20:30:21 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:30:21 GMT+0530 (India Standard Time),11076,Telangana,Nagarkurnool,Vangoor,Kondareddipalle,black,,78.58895937,,active,16.64171553,0,0,1.5,0,0
98,Sat Nov 08 2025 20:30:28 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:30:28 GMT+0530 (India Standard Time),4392,Telangana,Nalgonda,Gurrampode,Makka Palli,red,20,79.0458448,formation,active,16.821206,0,0,0.95,0,0
99,Sat Nov 08 2025 20:30:35 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:30:35 GMT+0530 (India Standard Time),8921,Telangana,Nalgonda,Gundla Palle,Chilkamari,,30,79.047771,formation,active,16.724421,0,0,0.55,0,0
100,Sat Nov 08 2025 20:30:43 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:30:43 GMT+0530 (India Standard Time),4593,Telangana,Mahabubabad,Peddavangara,Gantlakunta,Black,30,79.524237,kacha,active,17.592041,0,0,0.31,0,0
101,Sat Nov 08 2025 20:30:50 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:30:50 GMT+0530 (India Standard Time),7462,Telangana,Rajanna Sircilla,Mustabad,Pothugal,Black,10,78.74137281,formation,active,18.31512375,0,0,0.28,0,0
102,Sat Nov 08 2025 20:30:57 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:30:57 GMT+0530 (India Standard Time),8492,Telangana,Medak,Nizampet,Kalwakunta,black,40,78.54771647,blacktop,active,18.1007146,0,0,0.32,0,0
103,Sat Nov 08 2025 20:31:04 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:31:04 GMT+0530 (India Standard Time),5327,Telangana,Jangoan,Tharigoppula,Abdulnagaram,Red,25,79.232666,kacha,active,17.920017,0,0,0.45,0,1
104,Sat Nov 08 2025 20:31:12 GMT+0530 (India Standard Time),Sat Nov 08 2025 20:31:12 GMT+0530 (India Standard Time),8679,Telangana,Yadadri Bhuvanagiri,Bommalaramaram,Somaji Palle,BLACK,40,78.70674783,blacktop,active,17.62475603,0,0,1,0,0
